GEO_ID,Census_Tract,Median household income in the past 12 months (in 2020 inflation-adjusted dollars),"Median household income in the past 12 months (in 2020 inflation-adjusted dollars), Owner occupied (dollars)","Median household income in the past 12 months (in 2020 inflation-adjusted dollars), Renter occupied (dollars)"
1400000US06037531502,"Census Tract 5315.02, Los Angeles County, California",47098,80000,40038
1400000US06037531503,"Census Tract 5315.03, Los Angeles County, California",55417,70859,49250
1400000US06037531504,"Census Tract 5315.04, Los Angeles County, California",60521,62096,54007
1400000US06037531602,"Census Tract 5316.02, Los Angeles County, California",41707,60250,26052
1400000US06037531603,"Census Tract 5316.03, Los Angeles County, California",52367,73438,47356
1400000US06037531604,"Census Tract 5316.04, Los Angeles County, California",43550,64531,38068
1400000US06037531701,"Census Tract 5317.01, Los Angeles County, California",46115,92222,38813
1400000US06037531702,"Census Tract 5317.02, Los Angeles County, California",58065,64858,53506
1400000US06037531800,"Census Tract 5318, Los Angeles County, California",63029,72674,47305
1400000US06037531901,"Census Tract 5319.01, Los Angeles County, California",50486,58393,46339
1400000US06037531902,"Census Tract 5319.02, Los Angeles County, California",68750,90400,54028
1400000US06037532001,"Census Tract 5320.01, Los Angeles County, California",38971,60268,31941
1400000US06037532002,"Census Tract 5320.02, Los Angeles County, California",56131,77083,48917
1400000US06037532101,"Census Tract 5321.01, Los Angeles County, California",53833,101528,50205
1400000US06037532102,"Census Tract 5321.02, Los Angeles County, California",73534,87969,59702
1400000US06037532200,"Census Tract 5322, Los Angeles County, California",60676,86231,58051
1400000US06037532302,"Census Tract 5323.02, Los Angeles County, California",54600,-,47500
1400000US06037532303,"Census Tract 5323.03, Los Angeles County, California",56302,77629,36250
1400000US06037532304,"Census Tract 5323.04, Los Angeles County, California",45556,82375,34167
1400000US06037532500,"Census Tract 5325, Los Angeles County, California",52639,66645,32835
1400000US06037532605,"Census Tract 5326.05, Los Angeles County, California",39063,89345,32031
1400000US06037532606,"Census Tract 5326.06, Los Angeles County, California",35769,57857,33796
1400000US06037532607,"Census Tract 5326.07, Los Angeles County, California",48692,84750,40179
1400000US06037532700,"Census Tract 5327, Los Angeles County, California",60114,72109,48047
1400000US06037532800,"Census Tract 5328, Los Angeles County, California",42784,43672,41538
1400000US06037532900,"Census Tract 5329, Los Angeles County, California",39612,50197,37422
1400000US06037533001,"Census Tract 5330.01, Los Angeles County, California",46591,84002,34212
1400000US06037533002,"Census Tract 5330.02, Los Angeles County, California",39258,62788,32097
1400000US06037533103,"Census Tract 5331.03, Los Angeles County, California",39375,96125,36618
1400000US06037533104,"Census Tract 5331.04, Los Angeles County, California",44213,74000,43102
1400000US06037533105,"Census Tract 5331.05, Los Angeles County, California",41797,45208,40625
1400000US06037533108,"Census Tract 5331.08, Los Angeles County, California",40264,68333,37623
1400000US06037533201,"Census Tract 5332.01, Los Angeles County, California",50729,77500,37703
1400000US06037533204,"Census Tract 5332.04, Los Angeles County, California",56173,75331,47727
1400000US06037533300,"Census Tract 5333, Los Angeles County, California",43313,98750,32467
1400000US06037533401,"Census Tract 5334.01, Los Angeles County, California",47917,72500,40724
1400000US06037533402,"Census Tract 5334.02, Los Angeles County, California",37763,79934,29917
1400000US06037533403,"Census Tract 5334.03, Los Angeles County, California",54922,59784,34858
1400000US06037533501,"Census Tract 5335.01, Los Angeles County, California",63000,80486,54554
1400000US06037533504,"Census Tract 5335.04, Los Angeles County, California",51556,92083,46991
1400000US06037533601,"Census Tract 5336.01, Los Angeles County, California",52000,64007,50861
1400000US06037533602,"Census Tract 5336.02, Los Angeles County, California",50364,94668,44325
1400000US06037533603,"Census Tract 5336.03, Los Angeles County, California",41204,77917,27426
1400000US06037533701,"Census Tract 5337.01, Los Angeles County, California",43661,73750,38750
1400000US06037533702,"Census Tract 5337.02, Los Angeles County, California",51702,88250,39500
1400000US06037533703,"Census Tract 5337.03, Los Angeles County, California",63155,81886,51833
1400000US06037533803,"Census Tract 5338.03, Los Angeles County, California",40989,80250,32993
1400000US06037533804,"Census Tract 5338.04, Los Angeles County, California",42244,59688,34177
1400000US06037533805,"Census Tract 5338.05, Los Angeles County, California",57528,80132,44635
1400000US06037533806,"Census Tract 5338.06, Los Angeles County, California",59000,77330,50449
1400000US06037533901,"Census Tract 5339.01, Los Angeles County, California",45236,73188,40125
1400000US06037533902,"Census Tract 5339.02, Los Angeles County, California",48750,63203,41801
1400000US06037534001,"Census Tract 5340.01, Los Angeles County, California",48468,71680,44664
1400000US06037534002,"Census Tract 5340.02, Los Angeles County, California",54063,89423,48640
1400000US06037534101,"Census Tract 5341.01, Los Angeles County, California",44911,84250,42554
1400000US06037534102,"Census Tract 5341.02, Los Angeles County, California",40797,46987,38879
1400000US06037534201,"Census Tract 5342.01, Los Angeles County, California",48640,59196,45833
1400000US06037534202,"Census Tract 5342.02, Los Angeles County, California",36178,36641,35438
1400000US06037534203,"Census Tract 5342.03, Los Angeles County, California",36156,95833,31173
1400000US06037534301,"Census Tract 5343.01, Los Angeles County, California",49974,87250,48287
1400000US06037534302,"Census Tract 5343.02, Los Angeles County, California",46989,90375,42969
1400000US06037534403,"Census Tract 5344.03, Los Angeles County, California",53500,-,53462
1400000US06037534404,"Census Tract 5344.04, Los Angeles County, California",42955,54890,38281
1400000US06037534405,"Census Tract 5344.05, Los Angeles County, California",45865,37188,48109
1400000US06037534406,"Census Tract 5344.06, Los Angeles County, California",40682,111429,39507
1400000US06037534501,"Census Tract 5345.01, Los Angeles County, California",47405,60536,46721
1400000US06037534502,"Census Tract 5345.02, Los Angeles County, California",65323,76667,30000
1400000US06037534700,"Census Tract 5347, Los Angeles County, California",71991,90625,44474
1400000US06037534802,"Census Tract 5348.02, Los Angeles County, California",57788,64000,44659
1400000US06037534803,"Census Tract 5348.03, Los Angeles County, California",52173,74345,37149
1400000US06037534804,"Census Tract 5348.04, Los Angeles County, California",56875,79318,34495
1400000US06037534900,"Census Tract 5349, Los Angeles County, California",60602,77396,58016
1400000US06037535001,"Census Tract 5350.01, Los Angeles County, California",48125,75729,35476
1400000US06037535002,"Census Tract 5350.02, Los Angeles County, California",45139,100625,31346
1400000US06037535101,"Census Tract 5351.01, Los Angeles County, California",51820,56930,42750
1400000US06037535102,"Census Tract 5351.02, Los Angeles County, California",50583,70972,36654
1400000US06037535200,"Census Tract 5352, Los Angeles County, California",57663,67850,39138
1400000US06037535300,"Census Tract 5353, Los Angeles County, California",56010,84167,28984
1400000US06037535400,"Census Tract 5354, Los Angeles County, California",62708,94107,39189
1400000US06037535501,"Census Tract 5355.01, Los Angeles County, California",44515,83333,40982
1400000US06037535502,"Census Tract 5355.02, Los Angeles County, California",56382,70833,52665
1400000US06037535503,"Census Tract 5355.03, Los Angeles County, California",50240,73750,36488
1400000US06037535603,"Census Tract 5356.03, Los Angeles County, California",42250,61875,31838
1400000US06037535604,"Census Tract 5356.04, Los Angeles County, California",55543,84209,44323
1400000US06037535605,"Census Tract 5356.05, Los Angeles County, California",52653,61726,51299
1400000US06037535606,"Census Tract 5356.06, Los Angeles County, California",61683,73661,53333
1400000US06037535607,"Census Tract 5356.07, Los Angeles County, California",47453,60669,42857
1400000US06037535701,"Census Tract 5357.01, Los Angeles County, California",52625,70179,44963
1400000US06037535702,"Census Tract 5357.02, Los Angeles County, California",59538,63929,58304
1400000US06037535802,"Census Tract 5358.02, Los Angeles County, California",56156,68088,50156
1400000US06037535803,"Census Tract 5358.03, Los Angeles County, California",51944,63500,44837
1400000US06037535804,"Census Tract 5358.04, Los Angeles County, California",48176,58993,42713
1400000US06037535901,"Census Tract 5359.01, Los Angeles County, California",50219,79345,33603
1400000US06037535902,"Census Tract 5359.02, Los Angeles County, California",73218,79414,48816
1400000US06037536000,"Census Tract 5360, Los Angeles County, California",51625,84191,36053
1400000US06037536102,"Census Tract 5361.02, Los Angeles County, California",65625,66109,53966
1400000US06037536103,"Census Tract 5361.03, Los Angeles County, California",62447,89517,50073
1400000US06037536104,"Census Tract 5361.04, Los Angeles County, California",60885,81250,43819
1400000US06037536201,"Census Tract 5362.01, Los Angeles County, California",65592,94777,33158
1400000US06037536202,"Census Tract 5362.02, Los Angeles County, California",64004,94040,27471
1400000US06037540000,"Census Tract 5400, Los Angeles County, California",59484,93036,50563
1400000US06037540101,"Census Tract 5401.01, Los Angeles County, California",75938,91607,34867
1400000US06037540102,"Census Tract 5401.02, Los Angeles County, California",63750,68221,51429
1400000US06037540201,"Census Tract 5402.01, Los Angeles County, California",37014,72614,30921
1400000US06037540202,"Census Tract 5402.02, Los Angeles County, California",42354,79808,39789
1400000US06037540203,"Census Tract 5402.03, Los Angeles County, California",50810,85066,40625
1400000US06037540300,"Census Tract 5403, Los Angeles County, California",72822,86304,60446
1400000US06037540400,"Census Tract 5404, Los Angeles County, California",46033,67500,16250
1400000US06037540501,"Census Tract 5405.01, Los Angeles County, California",60233,83125,32636
1400000US06037540502,"Census Tract 5405.02, Los Angeles County, California",46534,127200,37070
1400000US06037540600,"Census Tract 5406, Los Angeles County, California",34213,74522,20250
1400000US06037540700,"Census Tract 5407, Los Angeles County, California",51908,72875,42525
1400000US06037540800,"Census Tract 5408, Los Angeles County, California",69000,83091,28776
1400000US06037540901,"Census Tract 5409.01, Los Angeles County, California",47865,73750,33575
1400000US06037540902,"Census Tract 5409.02, Los Angeles County, California",75074,84291,53056
1400000US06037541003,"Census Tract 5410.03, Los Angeles County, California",64009,77083,40250
1400000US06037541100,"Census Tract 5411, Los Angeles County, California",64464,78194,21458
1400000US06037541200,"Census Tract 5412, Los Angeles County, California",90328,92724,-
1400000US06037541300,"Census Tract 5413, Los Angeles County, California",63199,75536,33071
1400000US06037541401,"Census Tract 5414.01, Los Angeles County, California",37944,70000,29048
1400000US06037541402,"Census Tract 5414.02, Los Angeles County, California",56713,57361,-
1400000US06037541500,"Census Tract 5415, Los Angeles County, California",50385,76955,39931
1400000US06037541603,"Census Tract 5416.03, Los Angeles County, California",42155,70927,31602
1400000US06037541604,"Census Tract 5416.04, Los Angeles County, California",43221,59453,38750
1400000US06037541605,"Census Tract 5416.05, Los Angeles County, California",50457,54858,36842
